qindex,ASSIM-N_I,ASSIM_I,MADDA_I,SHAMS_I,MIN-W_I,MIN-Y_I,P_SIL_I,SIL_I,SAKT_I,ASSIM-M_B,ASSIM-N_B,ASSIM_B,MADDA_B,CLIT-H_B,MIN-Y_B,SIL_B
22:8:1,0,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0
22:10:3,1,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0
22:11:24,1,0,0,3,0,0,0,2,0,0,3,0,1,4,0,0
22:14:5,2,0,1,5,0,0,0,2,0,0,5,0,0,0,0,0
22:15:18,1,0,0,4,0,0,0,3,0,0,3,0,1,1,0,0
22:17:17,0,0,1,8,0,0,0,0,0,0,4,0,0,1,0,0
22:18:25,0,0,1,2,0,0,0,2,0,0,6,0,0,1,0,0
22:20:1,0,0,0,2,0,0,0,6,0,1,3,0,2,1,0,0
22:23:9,0,0,0,2,0,0,0,3,0,0,6,0,2,0,0,0
22:25:8,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0
22:26:13,0,0,2,5,0,0,0,2,0,1,6,0,1,0,0,0
22:28:13,1,0,1,1,0,0,0,5,0,0,3,0,0,2,0,0
22:30:15,0,0,2,6,0,0,0,2,0,0,2,0,0,1,0,0
22:31:21,1,0,1,2,0,0,0,1,0,0,7,0,2,0,0,0
22:34:10,1,0,0,3,0,0,0,1,0,2,4,0,2,1,0,0
22:36:5,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0
22:37:8,1,0,0,4,0,0,0,2,0,0,1,0,1,0,0,0
22:39:5,0,0,0,4,0,0,0,3,0,2,5,0,1,0,0,0
22:40:25,3,0,0,5,0,0,0,3,0,0,4,0,1,1,0,1
22:42:3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
22:45:9,0,0,0,1,0,0,0,1,0,0,6,0,1,0,0,0
22:47:2,1,0,1,2,0,0,1,0,0,0,5,0,1,1,0,0
22:49:7,0,0,1,1,0,0,0,4,0,1,8,0,4,0,0,0
22:52:12,1,0,0,7,0,0,0,0,0,1,3,0,1,2,0,0
22:53:15,0,0,0,1,0,0,0,4,0,0,6,0,1,2,0,0
22:55:8,0,0,1,3,0,0,0,5,0,0,3,0,0,0,0,0
22:58:2,0,0,0,5,0,0,0,3,0,1,3,0,1,1,0,0
22:60:7,1,0,0,7,0,0,0,0,0,0,2,0,0,1,0,0
22:62:6,1,0,2,4,0,0,0,0,0,0,3,0,0,2,0,0
22:64:4,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,0
22:65:22,2,0,0,2,0,0,0,0,0,0,4,0,2,1,0,0
22:67:15,1,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0
22:70:12,0,0,0,3,0,0,0,0,0,1,7,0,0,2,0,0
22:72:6,1,0,1,3,0,0,0,3,0,1,3,0,1,1,0,0
22:73:7,1,0,0,5,0,0,0,3,0,0,5,0,1,2,0,0
22:74:8,0,0,2,4,0,0,0,4,0,0,3,0,0,0,0,0
22:77:8,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0
22:78:26,0,0,1,9,0,0,0,4,0,0,0,0,0,0,0,0
23:2:5,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0
23:7:7,1,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0
23:13:4,1,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0
23:16:2,2,0,3,1,0,0,0,0,0,1,3,0,0,2,0,0
23:19:4,1,0,1,1,0,0,0,0,0,1,9,0,0,0,0,0
23:21:12,0,0,0,1,0,0,0,3,0,1,2,0,1,2,0,0
23:24:6,1,0,3,1,0,0,0,1,0,0,5,0,2,3,0,0
23:25:10,1,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0
23:27:25,4,0,0,1,0,0,0,1,0,1,3,1,1,0,0,0
23:29:8,2,0,0,1,0,0,0,1,0,1,4,0,1,1,0,0
23:33:3,0,0,1,1,0,0,0,2,0,1,4,0,1,0,0,0
23:35:1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
23:38:8,2,0,1,2,0,0,0,0,0,0,5,0,0,1,0,0
23:43:2,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0
23:45:6,0,0,0,0,0,1,0,5,0,0,1,0,1,0,0,0
23:50:4,0,0,1,2,0,0,1,3,0,1,7,0,4,2,0,0
23:53:3,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0
23:57:5,0,0,1,0,0,0,0,2,0,3,0,1,1,0,0,0
23:62:1,1,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0
23:64:5,3,0,1,0,0,0,0,2,0,2,1,0,1,1,0,0
23:68:7,1,0,3,1,0,0,0,1,0,1,2,0,0,2,0,0
23:71:10,0,0,0,2,0,0,0,0,0,2,5,0,0,0,0,0
23:75:2,0,0,0,0,0,0,0,2,0,3,4,0,1,0,0,0
23:78:1,1,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0
23:81:4,1,0,1,0,0,0,0,1,0,0,4,1,4,0,0,0
23:84:8,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0
23:88:12,1,0,0,1,0,0,0,0,0,1,5,0,0,1,0,0
23:91:18,0,0,0,3,0,0,0,0,0,0,2,1,1,0,0,0
23:95:6,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0
23:99:8,1,0,3,1,0,0,0,0,0,1,4,0,3,1,0,0
23:102:4,2,0,2,1,0,0,0,4,0,1,0,0,1,1,0,0
23:106:4,1,0,1,0,0,0,0,1,0,0,2,0,2,1,0,0
23:109:14,2,0,1,1,0,0,0,2,0,1,1,0,2,0,0,0
23:113:7,1,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0
23:117:1,2,0,0,5,0,0,0,0,0,0,1,1,1,5,0,0
24:1:6,3,0,0,4,0,0,0,2,0,1,6,0,1,0,0,0
24:2:23,2,0,2,2,0,0,0,1,0,0,3,0,1,0,0,0
24:4:9,0,0,2,1,0,0,0,4,0,0,6,0,1,0,0,0
24:6:9,1,0,0,4,0,0,0,1,0,0,4,0,0,2,0,0
24:9:2,1,0,1,4,0,0,0,0,0,1,4,0,1,1,0,0
24:11:14,1,0,1,0,0,0,0,1,0,1,5,0,2,2,0,0
24:13:4,1,0,3,4,0,0,0,2,0,0,0,0,1,2,0,0
24:15:5,1,0,0,2,0,0,0,1,0,3,6,0,2,2,0,0
24:17:5,2,0,0,4,0,0,0,1,0,1,3,0,1,1,0,0
24:19:19,1,0,2,5,0,0,0,2,0,0,3,0,0,2,0,0
24:21:20,2,0,1,3,0,0,0,4,0,1,4,0,1,1,0,0
24:22:15,0,0,0,4,0,0,0,3,0,0,3,0,1,0,0,0
24:24:6,0,0,1,6,0,0,0,2,0,2,3,0,0,0,0,0
24:26:16,0,0,1,0,0,0,0,5,0,0,4,0,2,0,0,0
24:28:11,0,0,0,2,0,0,0,3,0,0,5,1,0,0,0,0
24:30:2,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0
24:31:17,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0
24:31:47,0,0,1,5,0,0,0,3,0,0,1,0,1,0,0,0
24:31:77,2,0,2,4,0,0,0,2,0,0,4,0,0,2,0,0
24:33:12,0,1,1,2,0,0,0,2,0,1,4,0,1,0,0,0
24:33:42,1,0,0,3,0,0,0,1,0,0,9,0,1,1,0,0
24:35:11,0,0,1,2,0,0,0,0,0,0,11,0,0,1,0,0
24:35:41,0,0,1,4,0,0,0,0,0,0,4,0,0,2,0,0
24:37:9,0,0,2,5,0,0,0,2,0,1,6,0,1,1,0,0
24:39:6,1,0,2,3,0,0,0,0,0,0,9,0,1,5,0,0
24:40:14,0,0,0,3,0,0,0,0,0,0,5,0,1,4,0,0
24:41:11,0,0,1,5,0,0,0,0,0,0,5,0,0,4,0,0
24:43:13,0,0,3,3,0,0,0,0,0,0,7,0,0,4,0,0
24:44:5,0,0,2,2,0,0,0,1,0,3,8,0,1,1,0,0
24:45:25,1,0,2,4,0,0,0,0,0,1,9,0,1,0,0,0
24:47:13,0,0,1,1,0,0,0,4,0,2,4,0,4,1,0,0
24:50:10,0,0,2,4,0,0,0,4,0,0,2,0,1,3,0,0
24:52:6,0,0,2,5,0,0,0,6,0,0,3,1,0,0,0,0
24:54:9,1,0,0,3,0,0,0,3,0,1,2,0,0,0,0,0
24:55:16,0,0,1,3,0,0,0,4,0,1,4,0,0,0,0,0
24:56:8,2,0,1,1,0,0,0,3,0,0,2,0,0,0,0,0
24:58:19,0,0,1,3,0,0,0,0,0,2,4,0,0,0,0,0
24:58:49,1,0,1,3,0,0,0,1,0,0,4,0,0,1,0,0
24:60:10,1,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0
24:61:17,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
24:61:47,2,0,0,2,0,0,0,2,0,1,6,0,2,1,0,0
24:62:1,0,0,1,2,0,0,0,4,0,0,4,0,1,3,0,0
24:62:31,1,0,2,4,0,0,0,1,0,1,5,0,1,1,0,0
24:63:22,1,0,0,3,0,0,0,1,0,1,1,0,2,0,0,0
25:1:3,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0
25:3:1,1,0,0,0,0,0,0,2,0,0,8,0,4,1,0,0
25:4:9,1,0,1,2,0,0,0,2,0,0,6,0,1,2,0,0
25:7:2,2,0,0,3,0,0,0,0,0,0,3,0,2,2,0,0
25:8:16,1,0,1,0,0,0,0,3,0,0,8,1,1,0,0,0
25:11:3,0,0,0,2,0,0,0,5,0,1,11,0,1,0,0,0
25:14:7,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0
25:17:6,2,0,4,3,0,0,0,4,0,0,3,0,1,0,0,0
25:18:20,1,0,0,1,0,0,0,0,0,2,7,0,2,0,0,0
25:20:14,2,0,3,0,0,0,0,1,0,0,3,0,2,0,0,0
25:22:5,2,0,3,1,0,0,0,1,0,0,8,0,1,0,0,0
25:26:2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
25:29:4,1,0,1,3,0,0,0,1,0,0,5,0,0,0,0,0
25:32:2,0,0,1,0,0,0,0,2,0,0,4,0,0,1,0,0
25:34:9,0,0,0,2,0,0,0,2,0,0,6,0,2,1,0,0
25:37:10,0,0,0,3,0,0,0,3,0,0,7,0,1,0,0,0
25:40:12,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0
25:42:15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25:45:4,0,0,1,4,0,0,0,0,0,0,7,0,0,1,0,0
25:48:2,1,0,2,3,0,1,0,1,0,0,7,0,3,3,0,0
25:50:9,0,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0
25:54:1,1,0,1,1,0,0,0,0,0,0,7,0,1,2,0,0
25:56:5,0,0,1,0,0,0,0,0,0,0,4,0,1,4,0,0
25:59:3,0,0,0,4,0,0,0,2,0,0,3,0,0,1,0,0
25:61:3,0,0,1,3,0,0,0,0,0,0,8,0,0,0,0,0
25:63:9,1,0,1,0,0,0,0,3,0,0,5,0,1,0,0,0
25:67:7,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0
25:69:4,0,0,1,3,0,1,0,1,0,0,9,0,0,1,0,0
25:72:1,0,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0
25:74:12,0,0,2,1,0,0,0,3,0,0,4,0,0,0,0,0
26:1:3,0,0,2,4,0,0,0,1,0,2,5,0,0,0,0,0
26:5:7,2,0,1,0,0,0,0,5,0,0,3,0,0,1,0,0
26:8:7,1,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0
26:13:6,1,0,1,0,0,0,0,0,0,1,2,0,3,0,0,0
26:18:3,2,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0
26:21:10,1,1,1,1,0,0,0,0,0,1,2,0,3,1,0,0
26:26:2,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0
26:30:3,1,0,1,2,0,0,0,0,0,0,6,0,2,3,0,0
26:35:2,1,0,1,2,0,0,0,1,0,3,4,0,1,1,0,0
26:40:3,1,0,1,2,0,0,0,3,0,2,3,0,2,0,0,0
26:44:1,1,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0
26:49:4,1,0,0,1,0,0,0,1,0,1,2,0,1,1,0,0
26:51:6,0,0,4,0,0,0,0,0,0,2,2,0,5,0,0,0
26:57:2,0,0,2,0,0,0,0,0,0,1,6,0,5,0,0,0
26:63:5,2,0,0,1,0,0,0,0,0,1,3,1,1,1,0,0
26:68:3,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0
26:74:3,2,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0
26:81:1,0,0,1,3,0,0,0,0,0,0,4,1,1,0,0,0
26:86:2,1,0,1,2,0,0,0,0,0,0,3,0,1,1,0,0
26:92:4,3,0,0,2,1,0,0,2,0,1,3,0,0,0,0,0
26:98:4,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0
26:104:4,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0
26:109:11,0,0,0,1,0,0,2,3,0,0,1,0,2,0,0,0
26:115:5,2,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0
26:120:1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
26:125:4,0,0,0,2,0,0,0,2,0,1,2,0,1,0,0,0
26:131:3,0,0,1,0,0,0,0,2,0,2,4,0,4,0,0,0
26:137:5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
26:143:2,0,0,0,1,0,0,0,1,0,0,6,0,2,0,0,0
26:149:2,2,0,0,1,0,0,0,3,0,0,3,0,4,0,0,0
26:154:9,1,0,1,1,0,0,0,1,0,0,7,0,0,1,0,0
26:158:9,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0
26:164:6,2,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0
26:168:1,1,0,1,0,0,0,0,0,0,2,3,0,1,1,0,0
26:174:5,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0
26:180:5,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0
26:185:1,3,0,1,2,0,0,0,1,0,0,4,0,4,0,0,0
26:189:3,1,0,0,3,0,0,0,0,0,1,1,0,0,2,0,0
26:194:2,1,0,2,0,0,0,0,2,0,1,4,0,1,4,0,0
26:199:6,1,0,1,0,0,0,0,1,0,2,2,0,0,1,0,1
26:206:3,2,0,0,1,0,0,0,2,0,1,1,0,2,0,0,0
26:212:2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
26:217:3,0,0,1,6,0,0,0,0,0,0,2,0,0,1,0,0
26:224:3,1,0,0,2,1,0,0,6,0,0,3,0,1,0,0,0
26:227:18,2,0,1,5,0,0,0,0,0,1,3,0,0,0,0,0
27:4:7,0,0,2,0,0,0,0,1,0,1,2,0,2,1,0,0
27:7:10,0,0,1,3,0,0,0,0,0,1,4,0,2,1,0,0
27:10:3,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0
27:12:2,1,0,3,0,0,0,0,3,0,0,5,0,2,1,0,0
27:14:5,2,0,1,1,2,0,0,0,0,0,4,0,0,0,0,0
27:16:9,1,0,1,4,0,0,0,1,0,0,2,0,2,1,0,0
27:18:11,0,0,0,0,0,0,0,1,0,0,3,0,2,1,0,0
27:19:21,0,1,1,2,0,0,0,1,0,0,4,0,2,2,0,0
27:22:6,0,2,0,3,0,0,0,0,0,0,8,0,0,1,0,0
27:24:11,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
27:27:2,3,0,1,0,0,0,0,1,0,0,2,1,1,2,0,0
27:30:5,1,0,1,3,0,0,0,7,0,0,3,0,1,0,0,0
27:33:9,1,0,1,0,0,0,0,2,0,1,3,0,2,0,0,0
27:36:6,1,0,1,1,0,1,0,1,0,5,4,0,3,0,0,0
27:38:7,1,0,0,0,0,0,2,0,0,0,6,0,0,3,0,0
27:40:10,1,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0
27:41:2,1,0,1,0,0,0,0,1,0,0,2,1,1,1,0,0
27:43:6,0,0,0,2,0,0,0,0,0,0,7,0,0,1,0,0
27:44:24,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
27:46:13,2,0,1,2,0,0,0,3,0,0,3,0,0,2,0,0
27:49:7,1,0,0,0,0,0,0,2,0,0,3,0,1,2,0,0
27:52:7,3,0,1,2,0,0,0,2,0,0,5,0,1,1,0,0
27:56:2,2,0,1,0,0,0,0,2,0,1,5,0,5,3,0,0
27:59:4,3,0,4,3,0,0,0,1,0,1,4,0,2,1,0,0
27:60:22,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0,0
27:62:4,0,0,2,4,0,0,0,0,0,0,6,0,1,1,0,0
27:63:18,1,0,1,4,0,0,0,2,0,1,5,1,0,1,0,0
27:65:9,0,0,1,1,0,0,0,1,0,1,2,0,2,0,0,0
27:68:2,1,0,1,0,0,0,0,2,0,0,3,0,2,0,0,0
27:71:2,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0
27:74:6,0,0,3,1,0,0,0,0,0,0,4,0,1,1,0,0
27:78:2,1,0,1,3,0,0,0,1,0,1,1,0,1,1,0,0
27:81:6,0,0,1,1,0,0,0,1,0,1,5,0,0,0,0,0
27:83:6,2,0,1,0,0,0,0,3,0,2,2,0,1,0,0,0
27:86:4,1,0,1,4,0,0,0,1,0,0,5,0,0,0,0,0
27:88:1,0,0,1,2,0,0,0,0,0,1,7,0,1,2,0,0
27:90:2,1,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0
27:92:2,1,0,1,3,0,0,1,0,0,0,1,0,1,2,0,1
28:2:1,0,0,3,0,0,1,0,1,0,0,4,0,0,1,0,0
28:4:18,0,0,0,0,0,0,0,2,0,1,2,0,3,0,0,0
28:7:5,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0
28:8:13,1,0,0,0,0,0,0,0,0,0,5,0,3,2,0,0
28:10:12,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0
28:12:15,0,0,0,1,0,0,0,0,0,0,3,0,2,3,0,0
28:15:2,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0
28:15:32,0,0,0,2,0,0,0,0,0,0,4,0,2,3,0,0
28:18:2,1,0,1,0,0,0,0,0,0,0,6,0,3,3,0,0
28:19:16,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0
28:20:13,0,0,3,3,0,0,0,0,0,0,2,0,1,0,0,0
28:23:3,0,0,2,2,0,0,0,0,0,0,4,0,1,0,0,0
28:24:6,1,0,3,1,0,0,0,0,0,0,3,0,1,1,0,0
28:25:21,1,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0
28:27:14,1,0,1,3,0,0,0,0,0,0,2,0,2,0,0,0
28:28:15,0,0,0,2,0,0,0,1,0,1,5,0,5,1,0,0
28:30:3,0,0,1,2,0,0,0,0,0,0,4,0,2,0,0,0
28:31:13,0,0,2,1,0,1,0,1,0,0,2,0,2,0,0,0
28:32:23,0,0,0,0,0,0,0,1,0,0,6,0,2,0,0,0
28:35:5,1,0,2,0,0,0,0,1,0,1,4,0,3,0,0,0
28:37:3,1,0,2,2,0,0,0,0,0,1,2,0,1,3,0,0
28:38:15,0,0,0,1,0,0,0,1,0,0,1,1,3,3,0,0
28:40:4,2,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0
28:43:5,3,0,1,2,0,0,0,0,0,0,4,0,3,0,0,0
28:45:6,3,0,0,1,0,0,0,1,0,1,8,0,2,0,0,0
28:46:18,1,0,1,0,0,0,0,2,0,1,3,0,3,0,0,0
28:48:10,2,0,0,1,0,0,0,4,0,0,4,0,5,0,0,0
28:50:1,0,0,1,3,0,0,0,1,0,0,2,0,0,0,0,0
28:52:2,0,0,1,0,0,0,0,3,0,2,3,0,3,4,0,0
28:54:9,1,0,1,3,0,0,0,3,0,0,1,0,1,0,0,0
28:56:12,0,0,0,0,0,0,0,1,0,0,7,0,3,0,0,0
28:58:4,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0
28:59:17,1,0,0,3,0,0,0,0,0,1,6,0,3,0,0,0
28:61:12,1,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0
28:63:17,1,0,3,0,0,0,0,3,0,0,2,0,1,0,0,1
28:67:3,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0
28:70:1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0
28:71:16,0,0,1,3,0,0,0,0,0,2,3,0,0,1,0,0
28:73:6,1,0,1,1,0,0,0,4,0,1,4,0,1,1,0,0
28:75:15,0,0,1,1,0,0,0,2,0,0,1,0,1,3,0,0
28:76:28,1,0,0,5,0,0,0,0,0,0,1,0,3,0,0,0
28:78:3,1,0,0,1,0,0,0,0,0,0,4,0,1,3,0,0
28:79:5,0,0,0,2,0,0,0,1,0,0,3,0,1,2,0,0
28:80:14,2,0,0,4,0,0,0,1,0,0,3,0,1,4,0,0
28:82:11,0,0,1,2,0,0,0,0,0,0,4,0,1,2,0,0
28:84:1,0,0,3,2,0,0,0,2,0,0,5,1,1,1,0,0
28:85:13,2,0,1,1,0,0,0,1,0,0,6,0,2,0,0,0
28:87:9,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
29:1:4,0,0,1,4,0,0,0,3,0,0,4,0,2,0,0,0
29:4:8,0,0,2,5,0,0,0,3,0,0,3,0,1,1,0,0
29:7:6,2,0,0,0,0,0,0,2,0,1,3,0,1,1,0,0
29:9:3,0,0,1,7,0,0,0,1,0,0,4,0,1,0,0,0
29:10:26,0,0,0,2,0,0,0,4,0,2,1,0,0,0,0,0
29:13:1,1,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0
29:15:4,1,0,0,3,0,0,0,1,0,0,6,0,1,0,0,0
29:17:15,1,0,0,3,0,0,0,4,0,0,4,0,1,1,0,0
29:19:5,2,0,0,5,0,0,0,2,0,0,4,0,1,1,0,0
29:21:3,1,0,5,3,0,0,0,3,0,2,5,0,2,1,0,0
29:23:8,1,0,1,2,0,0,0,2,0,1,6,0,2,1,0,0
29:25:5,0,0,0,3,0,0,0,0,0,3,5,0,0,1,0,0
29:26:8,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0
29:28:8,2,0,0,4,0,0,0,1,0,1,3,0,2,1,0,0
29:30:1,1,0,1,0,0,0,0,4,0,0,2,0,3,0,0,0
29:32:10,0,0,2,0,0,0,0,1,0,0,3,0,2,3,0,0
29:34:1,1,0,1,2,0,0,0,3,0,0,5,1,2,0,0,0
29:36:12,0,0,0,3,0,0,0,4,0,1,2,1,0,0,0,0
29:39:2,1,0,1,1,0,0,0,2,0,5,1,0,0,1,0,0
29:40:19,3,0,1,2,0,0,0,3,0,0,3,0,1,0,0,0
29:42:2,0,0,0,4,0,0,0,0,0,0,4,0,1,1,0,0
29:45:2,1,0,1,4,0,0,0,1,0,0,0,0,2,0,0,0
29:46:11,3,0,2,0,0,0,0,2,0,0,2,0,3,3,0,0
29:47:16,1,0,0,0,0,0,0,2,0,0,6,0,2,2,0,0
29:49:14,3,0,0,2,0,0,1,1,0,0,4,0,3,1,0,0
29:51:14,0,0,2,3,0,0,0,3,0,1,5,0,1,0,0,0
29:53:10,1,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0
29:56:9,0,0,1,1,0,0,0,3,0,1,3,0,0,0,0,0
29:60:1,0,0,2,7,0,0,0,0,0,1,5,0,0,0,0,0
29:62:6,0,0,2,3,0,0,0,0,0,1,5,0,1,2,0,0
29:63:22,0,0,0,4,0,0,0,2,0,0,2,0,1,0,0,1
29:65:15,0,0,0,3,0,0,0,3,0,0,1,0,1,0,0,0
29:68:8,0,0,2,5,0,0,0,1,0,1,1,0,2,1,0,0
30:3:5,1,0,1,4,0,0,0,0,0,0,5,0,0,1,0,0
30:6:7,1,0,0,4,0,0,0,1,0,1,3,0,2,0,0,0
30:8:16,1,0,2,1,0,0,0,4,0,1,3,0,2,0,0,0
30:9:24,1,0,2,4,0,0,0,5,0,0,2,0,2,1,0,0
30:12:1,0,0,3,3,0,0,0,4,0,1,4,0,0,0,0,0
30:16:3,0,0,2,2,0,0,0,3,0,0,1,0,0,0,0,0
30:19:8,3,0,0,0,0,0,0,1,0,4,4,0,4,2,0,0
30:21:13,0,0,1,2,0,0,0,0,0,2,5,0,1,3,0,0
30:23:10,0,0,2,1,0,1,0,0,0,0,8,0,2,2,0,0
30:25:5,1,0,1,2,0,0,0,1,0,0,3,0,1,4,0,0
30:27:11,3,0,2,1,0,0,0,0,0,3,4,1,0,0,0,0
30:28:23,0,0,1,4,0,0,0,1,0,2,5,0,1,0,0,0
30:30:10,0,0,0,4,0,0,0,4,0,0,2,0,0,0,0,0
30:32:9,1,0,0,1,0,0,0,3,0,3,2,0,2,0,0,0
30:35:4,0,0,1,3,0,0,0,3,0,0,5,0,1,1,0,0
30:37:9,0,0,1,2,0,0,0,2,0,1,5,0,2,1,0,0
30:39:8,1,0,2,4,0,0,0,2,0,2,5,0,1,0,0,0
30:40:16,1,0,0,1,0,0,0,3,0,2,2,0,0,1,0,0
30:42:9,1,0,0,2,0,0,0,0,0,1,7,0,0,2,0,0
30:44:9,0,0,0,2,0,0,0,3,0,1,5,0,2,6,0,0
30:47:2,1,0,3,3,0,0,0,1,0,1,3,0,0,2,0,0
30:48:14,1,0,1,1,0,0,0,1,0,1,5,0,3,4,0,0
30:50:6,0,0,0,1,0,0,0,1,0,0,5,0,1,1,0,0
30:52:8,1,0,1,2,0,0,0,1,0,2,8,0,1,0,0,0
30:54:13,0,0,1,1,0,0,0,3,0,0,5,0,0,0,0,0
30:56:7,2,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0
30:58:8,1,0,0,2,0,0,0,1,0,1,4,0,1,0,0,0
31:1:1,0,0,3,5,0,0,0,2,0,1,4,0,0,0,0,0
31:6:2,0,0,1,2,0,0,0,1,0,0,8,0,1,0,0,0
31:7:14,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0
31:10:12,2,0,3,3,0,0,0,0,0,0,8,0,0,1,0,0
31:12:1,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0
31:13:13,1,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0
31:15:11,1,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0
31:16:12,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0
31:17:17,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
31:20:2,0,0,0,4,0,0,0,1,0,1,7,0,0,1,0,0
31:21:2,1,0,1,4,0,0,0,2,0,0,2,0,3,1,0,0
31:22:11,1,0,0,3,0,0,0,1,0,2,5,0,2,1,0,0
31:25:4,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0
31:27:9,0,0,0,4,0,0,0,0,0,0,5,0,0,2,0,0
31:29:7,0,0,0,5,0,0,0,0,0,0,5,0,2,0,0,0
31:30:12,0,0,0,4,0,0,0,0,0,2,4,0,1,1,0,1
31:32:7,0,0,1,2,0,0,0,2,0,1,5,0,1,1,0,0
31:33:15,1,0,0,5,0,0,0,0,0,1,2,0,0,2,0,0
31:34:14,1,0,1,4,0,0,0,0,0,0,6,0,0,0,0,0
32:3:4,1,0,0,2,0,0,0,0,0,1,6,0,1,0,0,0
32:4:16,0,0,1,2,0,0,0,0,0,1,5,0,1,2,0,0
32:6:5,1,0,1,2,0,0,0,0,0,0,8,0,1,3,0,0
32:9:11,0,0,1,0,0,0,0,1,0,2,3,0,1,0,0,0
32:12:2,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
32:13:16,1,0,1,0,0,0,0,5,0,0,1,0,1,0,0,0
32:16:1,1,0,1,0,0,0,0,1,0,1,10,0,1,0,0,0
